,Unnamed: 0,country,description,points,price,province,title,variety,description_preprocessed
2229,2229,US,"Made from eight vineyards located throughout this sprawling appellation, this wine showcases the art of the blend, and is an extraordinary achievement for its sheer opulence. Offers wave after wave of Pinot flavor, with superb tannins and mouthwatering acidity. The fact that this is Merry Edwards's least expensive Pinot Noir is amazing and makes it a special buy. Production was 2,370 cases.",94,36.0,California,Merry Edwards 2009 Pinot Noir (Sonoma Coast),Pinot Noir,"make eight vineyard locate throughout sprawl appellation wine showcase art blend extraordinary achievement sheer opulence offer wave wave pinot flavor superb tannin mouthwatere acidity fact merry edwards least expensive pinot noir amazing make special buy production 2,370 case"
2230,2230,Italy,"Well stitched together with a broad, wide assembly of dark fruit, spice and cola-like aromas. All the wine's elements sing loud as a single chorus; bold, plush, chewy. Ends with ripe fruit, rum cake, pipe tobacco and dark espresso bean. Firm, great length.",94,40.0,Tuscany,Molino di Sant'Antimo 2007  Brunello di Montalcino,Sangiovese Grosso,well stitch together broad wide assembly dark fruit spice cola - like aromas wine element sing loud single chorus bold plush chewy end ripe fruit rum cake pipe tobacco dark espresso bean firm great length
2231,2231,US,"A lovely Pinot, dry, crisp and silky, with ripe raspberry, strawberry and cherry fruit flavors, grounded by notes of grilled mushrooms, exotic spices and forest undergrowth. Sweetly delicious now, it should blossom over the next six years.",94,64.0,California,Native 9 2009 Rancho Ontiveros Vineyards Pinot Noir (Santa Maria Valley),Pinot Noir,lovely pinot dry crisp silky ripe raspberry strawberry cherry fruit flavor ground note grill mushroom exotic spice forest undergrowth sweetly delicious blossom next six year
2232,2232,Italy,"This wine has some big shoulders. There's a dusty, aged quality, with sophisticated, silky tannins and tertiary aromas of black licorice, dried tobacco, peppercorn and dried berry fruit. It's firm, tight and compact; age 10 more years.",94,120.0,Tuscany,Podere Brizio 2006 Riserva  (Brunello di Montalcino),Sangiovese Grosso,wine big shoulder dusty aged quality sophisticated silky tannin tertiary aromas black licorice dry tobacco peppercorn dry berry fruit firm tight compact age 10 year
2233,2233,Italy,"Madre is the name of a beautiful vineyard parcel on the Poggio Antico estate, with views that extend from Montalcino to the Mediterranean Sea. This hearty blend of Sangiovese and Cabernet Sauvignon is intense and rich, with long-lasting notes of blackberry, smoke, spice and black pepper. The mouthfeel is lush and velvety.",94,73.0,Tuscany,Poggio Antico 2009 Madre Red (Toscana),Red Blend,madre name beautiful vineyard parcel poggio antico estate view extend montalcino mediterranean sea hearty blend sangiovese cabernet sauvignon intense rich long - last note blackberry smoke spice black pepper mouthfeel lush velvety
2234,2234,Italy,"This Brunello delivers an intense and complex bouquet featuring beautifully integrated aromas of dark fruit, spice, leather and tobacco. Tight tannins promise a long future ahead.",94,65.0,Tuscany,Mocali 2006 Riserva  (Brunello di Montalcino),Sangiovese Grosso,brunello deliver intense complex bouquet feature beautifully integrate aromas dark fruit spice leather tobacco tight tannin promise long future ahead
2235,2235,US,"You know you're dealing with a great Pinot Noir when it's this delicious right out of the bottle, yet will age. This wine is enormously rich and sweet in cherries, blackberries, blueberries and cola, a wine that almost everyone will find delicious. Yet with thick tannins and brisk acidity, it has the protective structure to evolve over at least six years, and possibly longer.",94,55.0,California,Pessagno 2009 Four Boys Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,know deal great pinot noir delicious right bottle yet age wine enormously rich sweet cherry blackberry blueberry cola wine almost everyone find delicious yet thick tannin brisk acidity protective structure evolve least six year possibly long
2236,2236,Italy,"Opens with dark concentration and ripe berry fruit with layers of plum, blackberry, dark chocolate, pipe tobacco, cherry liqueur, cola and underbrush. It offers a wonderful 360-degree portrait of Sangiovese Grosso. Tight structure, integration and loads of fruity intensity. Drink after 2018.",94,45.0,Tuscany,Pietranera 2007  Brunello di Montalcino,Sangiovese Grosso,open dark concentration ripe berry fruit layer plum blackberry dark chocolate pipe tobacco cherry liqueur cola underbrush offer wonderful 360 - degree portrait sangiovese grosso tight structure integration load fruity intensity drink 2018
2237,2237,Italy,"This beautiful riserva opens with dark concentration and bold berry notes spanning from cassis to blackberry. It's a ripe, extracted wine with savory spice and cured meat aromas that fill in the back. Crushed black pepper and cardamom also make a brief, but lively, appearance.",94,,Tuscany,Quattroventi 2006 Riserva  (Brunello di Montalcino),Sangiovese Grosso,beautiful riserva open dark concentration bold berry note span cassis blackberry ripe extract wine savory spice cure meat aroma fill back crush black pepper cardamom also make brief lively appearance
2238,2238,US,"Just wonderful, showing the great richness and complexity of a top Santa Rita Pinot Noir. Partial whole-cluster fermentation gives the wine a spicy earthiness and full-bodied tannins, yet the underlying red berry and cherry fruit shines through. Showing well now and over the next six years.",94,46.0,California,Samsara 2009 Kessler-Haak Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,wonderful show great richness complexity top santa rita pinot noir partial whole - cluster fermentation give wine spicy earthiness full - bodied tannin yet underlie red berry cherry fruit shine show well next six year
2239,2239,Italy,"This full-bodied wine opens with compelling aromas of black fruit, smoked bacon, leather, cinnamon and crushed clove. There's a sassy, spicy characteristic here that is further underlined by the wine's natural sweetness and roundness.",94,106.0,Tuscany,Tenimenti Angelini 2006 Vigna Spuntali Val di Suga  (Brunello di Montalcino),Sangiovese Grosso,full - bodied wine open compelling aroma black fruit smoke bacon leather cinnamon crush clove sassy spicy characteristic underline wine natural sweetness roundness
2240,2240,Italy,"Austere, tight and sophisticated, this well-extracted Brunello shows dry aromas of crushed granite along with ethereal tones of dried ginger, black licorice and root beer. Inky appearance with chewy richness. The mouthfeel is round, chewy and packed with sweet fruit and spice. Drink after 2015.",94,72.0,Tuscany,Uccelliera 2007  Brunello di Montalcino,Sangiovese Grosso,austere tight sophisticated well - extract brunello show dry aromas crush granite along ethereal tone dry ginger black licorice root beer inky appearance chewy richness mouthfeel round chewy pack sweet fruit spice drink 2015
2241,2241,US,"One sip is all it takes to know this is a terrific Pinot Noir. It's dry, silky and complex, and not only that, it will develop bottle nuance over the next six years. Rich and flamboyant in cherry pie filling, persimmon and mushu-plum sauce flavors, yet layered with earthy, foresty notes of mushrooms, soy sauce and balsam. You can drink it now, but give it an hour or two of decanting.",94,60.0,California,Chronicle 2009 Cerise Vineyard Pinot Noir (Anderson Valley),Pinot Noir,one sip takes know terrific pinot noir dry silky complex develop bottle nuance next six year rich flamboyant cherry pie fill persimmon mushu - plum sauce flavor yet layer earthy foresty note mushroom soy sauce balsam drink give hour two decant
2242,2242,US,"While the texture of this Pinot is silky and light, it's dramatic in flavor. The cherries, plums, pomegranates and persimmons are packed together into a dense core of taste, all spiced up with cinnamon, cloves and anise. Feels dramatic and complex, but young and fresh in acids and tannins. Give it 5–6 years.",94,40.0,California,Coghlan 2009 Diopside Pinot Noir (Sta. Rita Hills),Pinot Noir,texture pinot silky light dramatic flavor cherry plums pomegranate persimmon pack together dense core taste spice cinnamon clove anise feel dramatic complex young fresh acid tannin give 5–6 year
2243,2243,Italy,"This successful riserva displays opulence and a bold, modern style that focuses on bright cherry and savory spice aromas. The wine is loaded with density and richness, and combines a ripe soft feel with a lively berries on the finish.",94,75.0,Tuscany,Collosorbo 2006 Riserva  (Brunello di Montalcino),Sangiovese Grosso,successful riserva display opulence bold modern style focus bright cherry savory spice aromas wine load density richness combine ripe soft feel lively berry finish
2244,2244,France,"While the aromas of this young wine reveal considerable toast, on the palate the wine brings forward the ripe apricot and mango flavors to go with that wood. As it matures, these elements will coalesce with the taut, tense mineral texture into an superb, ageworthy terroir-driven wine.",94,225.0,Burgundy,Domaine Leflaive 2009 Les Combettes Premier Cru  (Puligny-Montrachet),Chardonnay,aromas young wine reveal considerable toast palate wine bring forward ripe apricot mango flavor go wood mature element coalesce taut tense mineral texture superb ageworthy terroir - drive wine
2245,2245,France,"This rich wine balances ripe yellow fruits with intense citrus acidity in a harmonious whole. Its structure is laden with minerality, toast and a smooth, delicious creamy aftertaste.",94,260.0,Burgundy,Domaine Leflaive 2009 Les Pucelles Premier Cru  (Puligny-Montrachet),Chardonnay,rich wine balance ripe yellow fruit intense citrus acidity harmonious whole structure laden minerality toast smooth delicious creamy aftertaste
2246,2246,US,"The vineyard is in the coolest part of the Green Valley of the Russian River Valley. The wine, which is totally dry, is marked by brilliant acidity and long hangtime flavors of oranges, Meyer lemons and kiwi fruit, enriched by barrel fermentation and aging.",94,40.0,California,Dutton Estate 2010 Dutton Palms Vineyard Dutton Ranch Chardonnay (Russian River Valley),Chardonnay,vineyard coolest part green valley russian river valley wine totally dry marked brilliant acidity long hangtime flavor orange meyer lemon kiwi fruit enrich barrel fermentation aging
2247,2247,Italy,"Here's a gorgeous wine with a deep, inky color and super extraction that is elegant but powerful at the same time. This is a balanced wine, but it's also an intense wine, with loads of ripe fruit, spice and tobacco. It feels smooth and rich, with a finely crafted texture that is velvety and supple.",94,55.0,Tuscany,Verbena 2007  Brunello di Montalcino,Sangiovese Grosso,gorgeous wine deep inky color super extraction elegant powerful time balance wine also intense wine load ripe fruit spice tobacco feel smooth rich finely craft texture velvety supple
